bedrooms,bathrooms,floors,price
3,2.5,2,450000
3,2,2,1.76E+06
5,2,2,339950
6,3.75,2,760000
2,1,1,350000
3,1.75,1,541500
6,2.75,1,730000
3,1,1,215000
3,2,1,420000
4,2.25,1,655000
3,2.5,2,240000
4,2,1,730000
4,1.5,1,390000
3,1,1,473000
4,3.5,2,698000
3,2.5,2,511000
2,1.5,2,358000
3,1.75,1,499990
4,2.25,1,322000
3,1,1,201000
4,2.5,1,765000
4,2.75,1.5,920000
4,2,1,360000
3,1.75,2,297300
3,1,1,399000
3,1,1.5,400000
3,1.75,1,230000
3,1,1,290000
3,2.5,2,323800
4,1.5,1.5,574500
3,2.25,2,505000
2,1,1,372500
3,1.5,1,425000
3,2.5,1.5,446250
2,0.75,1,330000
3,2.5,2,608095
3,2.5,1,550000
4,2.5,2,265000
4,2.25,1.5,399888
2,1,1,430000
3,2.5,2,554990
3,2.5,2,359950
2,1,1,405000
2,1,1,280000
4,2.25,2,479950
5,1.75,1,575000
4,2.25,2,392000
4,2.25,2,760500
3,2.5,2,435000
4,2.75,2,1.57E+06
4,1.5,1,261000
3,2.25,2,1.48E+06
7,4,2,853800
3,2.5,2,657500
4,2.5,2,331950
3,1.75,1,514000
3,3.5,2,496000
4,2.5,2,1.09E+06
3,1,1,195700
4,2.25,2,1.40E+06
4,3.25,2,1.18E+06
3,2.5,1,643403
4,2.5,2,357000
3,1.75,1,865000
3,2.5,2,905000
3,1.5,1,265000
2,2.5,2,535000
3,1,1,450000
4,2.5,2,460500
4,1.75,1,315000
4,2.5,1,607500
2,1,1,432000
3,4,2,1.70E+06
4,2.5,2,479000
5,2.75,2,475000
3,1,1,415000
2,1,1,450000
3,2.5,1.5,1.14E+06
5,3,2,430000
3,1.75,1,296000
4,2.25,1,303000
4,2.5,2,641000
3,2.25,1,280000
3,2,1,260750
4,2.5,2,601000
3,1.5,1,255000
4,2.75,1,555000
3,1.5,1,865000
4,2.5,1.5,1.39E+06
3,2.25,1,315000
2,1,1,200000
3,1,1,357000
2,1.5,2,390000
5,1.75,1,462000
2,1,1,174500
2,1,1.5,305000
5,1.75,1,449000
3,2,2,260000
4,2.5,2,751000
2,1,1,370037
3,1.75,2,229950
3,1.75,1,349000
4,2.5,2,348000
3,3.25,2,1.22E+06
4,3,2,510000
3,1.5,1,265000
3,2.75,3,1.25E+06
4,4,2,937500
3,1.75,1,485000
4,1,1.5,489000
2,1,1,400000
3,2.5,2,638000
3,1.75,1,440000
6,2,1,305000
6,2,1,649950
4,2.5,2,680000
4,2.5,2,629000
3,2.5,2,555000
4,2.75,2,669000
3,2.5,2,272000
4,2.25,1,270000
3,1,1,215000
3,1.5,1,690000
4,1.75,1,256000
3,2.25,1,255000
7,4,2,550000
3,1,1,410000
2,1,1,410000
3,1.75,1,259000
3,1,1,292000
4,3.5,2,1.65E+06
5,1,1.5,518000
3,2.5,2,485000
3,2,1,259500
4,2.5,2,354000
3,2.25,2,999950
3,1.75,1,464500
3,2.5,2,300000
3,2.75,2,1.08E+06
4,2.5,2,309950
3,1,1.5,315000
3,1,1.5,499950
4,2,1,780000
3,3.25,1,885000
2,1,1.5,500000
3,2,1,329000
4,1.75,1,246000
3,1.5,1,405000
4,1.75,1,349000
4,2.5,2,374950
3,2,1,306000
4,1.75,1,416000
3,2.5,2,560000
3,1.5,1,260000
3,2.25,1,306500
3,1.75,1,299950
3,2.5,1,265500
3,1.5,1,219000
3,1.75,1,365000
3,2,1.5,499000
3,1.75,1,366000
3,2.25,3,514950
4,2.75,2,875000
3,2.25,1,831000
4,3.25,2,689900
3,2.5,2,315000
0,0,2,355000
3,1,1,336500
3,2.75,1.5,1.10E+06
6,2,1,375000
3,2,1,289275
4,3.5,2,455000
3,1.75,1,505000
3,1,1.5,450000
3,2.5,2,567500
3,1.5,1,265000
3,2,1,340000
3,2,1.5,375000
6,3,2,920000
4,2.25,2,850000
3,1,1,202000
4,3,1,725000
3,3.25,2,900000
2,1.5,1,680200
3,1,1,216500
3,1.5,1,325000
3,2.5,2,675000
2,0.75,1,435000
3,1.75,1,263500
4,2.25,2,550000
3,2.5,2,875000
4,1,1,246600
3,2.25,3,337000
3,1.75,1,240000
3,1.75,1,490000
5,2.5,1,510000
3,1,1,305000
3,2.5,2,350000
3,1.75,1,284200
4,2.5,2,357000
4,2.75,1,854000
4,2.5,2,1.18E+06
3,2.25,1,1.00E+06
4,2.25,2,616500
4,2.75,2,750000
6,4.5,2,650000
4,2.25,1,275000
4,1.75,1,540000
3,1,1,225000
4,2.5,2,845000
3,2.25,1,490000
4,2.5,2,753000
3,1.75,1,475000
1,0.75,1.5,124000
1,0.75,1.5,224000
2,1,1,485000
4,1.75,1,230000
4,2.75,1,372000
4,2.5,2,306000
4,3.5,2,905000
4,1,1,440000
3,1.75,1,280000
3,2.5,2,435000
3,2.5,2,425000
2,0.75,1,204950
2,1.75,1,670000
2,1,1,475000
5,2.5,1,352000
4,1.75,1,575000
4,3.5,2,1.73E+06
3,2,2,491000
4,2.5,2,750000
4,2.5,1,830000
6,3.75,2,1.14E+06
3,1,1,137124
4,1,1.5,225000
4,2.5,1,732600
4,2.25,2,818000
3,2.25,1,431000
2,2.25,3,304000
5,2,1,650000
2,2,2,450000
4,1,1,269000
3,1,1,875000
4,2.25,1,890000
4,2.5,2,565000
2,2,2,448175
0,0,2,235000
5,3,2,680000
3,1.75,2,629000
3,3.5,2.5,494000
4,3,2,1.10E+06
5,2.5,1,450000
3,1.75,1,330000
4,2.5,2,960000
4,2.5,2,360000
3,2.5,2,378000
3,1.75,1,499950
3,2.5,2,450000
2,2,1,523500
3,2.5,2,600000
3,2.5,2,290000
3,3.25,2,176000
3,2,1.5,885000
2,1.75,1.5,483000
3,1,1,240000
4,2.25,1,720000
4,2.5,2,311000
3,2,1,332500
3,1.75,1,164950
3,1.75,1,371000
3,1.75,1,264500
4,2.25,2,1.74E+06
2,1,1,503000
4,2.5,2,738000
2,1,1,393000
2,1,1,280000
4,2.5,1,260000
2,1,1,505000
3,1.5,1,241000
3,1.75,1,530000
1,1,1.5,713000
3,1.75,2,487000
2,1,1,128000
3,1,1,210500
3,2.5,1,420000
3,2.5,2,679000
4,2.75,3,784950
4,2.5,2,352000
3,1.5,2,386000
3,1.75,1,335000
3,2,1,472500
5,2.25,1,599950
4,3.25,2,963990
3,2,2,735000
3,4.25,2,858450
5,2.75,2,665000
3,2.5,2,290000
2,1,1,250000
3,1.75,1,192500
4,2,1,350000
4,2.5,2,518000
4,1,1.5,563000
4,3,2,375000
3,2.5,3,400000
5,1.75,1,240000
2,1,1,317500
5,4,2,1.32E+06
3,1,1,234000
3,2.5,2,645000
2,1,1,649000
4,2.5,2,605000
3,3.5,3,337900
3,2.75,2,535000
4,1,1,325000
4,2.25,1,429950
3,2.5,2,775000
2,1,1,650000
4,2.25,2,1.20E+06
2,1,1,275000
4,3.5,2,575000
3,2.5,1,540000
3,1.75,1,640000
3,1.5,1,275000
4,2.5,2,672800
4,2.25,1,495000
3,2.5,1.5,820000
4,2.75,1,475000
4,2,1,1.28E+06
3,1,1,380000
3,2,1,397500
5,2.5,1,352000
6,2.5,1,893880
5,3.25,2,635000
3,2.25,2,420000
3,2,1,503000
2,1.75,1,689000
4,2.75,1.5,749500
6,3.75,2,1.15E+06
4,2.5,2,563500
4,3,2,480000
4,3,1,374950
3,2.5,2,308950
4,2.75,1,445000
3,1.5,1,237200
3,1.75,1.5,453500
3,2,1,616500
5,5,2,1.25E+06
1,1,1,396000
3,1,1,210000
2,1.75,1,539000
3,2.5,2,605000
3,2,2,437500
3,1.5,1,215000
4,2.5,2,440000
3,1,1,525000
3,1.5,1,319900
3,1,1,335000
3,2.25,2,485000
4,2.25,2,359999
5,2.75,1,799000
3,2.25,1,280000
4,2.75,1.5,1.05E+06
1,2,2,290000
2,2.25,2,235000
3,1.75,1,495000
3,2.25,2,290000
4,1.5,1,230000
3,1.75,1,234000
4,2.5,2,597400
4,2.5,1,370000
4,2.5,2,755000
3,2.5,2,342000
2,1,1,497000
3,1,1,835000
4,2.75,2,730000
3,1,1,655000
3,2.5,2,205000
4,2,1.5,632750
5,3,1,330000
5,2.25,2,527500
4,2.5,2,716500
4,2.5,2,388500
3,1.75,1,530000
3,2.5,2,419000
3,1.75,1,385000
4,2.5,2,655000
4,2.75,2,1.70E+06
2,1,1,279000
3,1.5,1,262000
4,1,1.5,533000
3,1.75,1,640000
3,2.25,2,285000
4,2.5,1,458400
5,3.25,1,620000
3,1.5,1,465000
4,3.75,2,690000
3,2.25,1,462500
4,2.5,2,369950
2,1,1,124500
4,2.25,1,950000
4,1.5,1,418000
3,1,1,160000
4,2.5,1,457000
2,1.75,1,530000
3,1,1,385000
3,1.75,1,491000
4,2.25,1,521000
3,1,1,255000
5,3,1,292050
6,3,1,326000
2,1,1,300000
3,1.75,1,291600
5,1.5,1,435000
3,2.5,3,465000
3,2.25,1.5,200000
3,1.5,1,238000
4,2.5,1,455000
6,3,2,230000
4,2.25,2,808000
3,1,1.5,578500
3,2,3,390000
3,2.5,2,517500
4,2.75,1.5,755000
3,1.75,1,579500
3,2.75,3,649950
4,1.75,1,228000
4,1.75,1.5,665000
4,2.5,2,689000
4,2.5,1,560000
3,1,1,529000
5,2.5,1,375000
4,2.75,1,325000
4,2.5,2,583000
2,1,1,330000
3,2.5,2,262000
4,2.5,2,555000
2,1,1,585000
3,2.75,2,425590
2,1,1,235000
2,1,1,362362
3,2,1,252000
4,2.5,2,439000
4,2.25,2,465000
4,2,1.5,249900
2,2.5,1,665000
3,1.75,1,370000
2,1,1.5,620000
3,1,1,375000
4,2,1,552625
3,1,1,315500
2,1.75,1,620000
4,2.5,1,510000
4,2.5,2,652500
4,2.5,2,574000
3,2.5,2,430000
3,2,1,390000
3,1,1,466500
2,2.25,2,315000
4,1.5,1,220000
3,1.75,1,325000
3,1,1,365000
3,3.5,2,356000
4,1.75,1,380000
4,2.25,2,579000
2,1,1,682000
3,1.75,1,499000
3,1,1,333760
4,2.5,2,745000
3,1.75,1,380000
3,3,3.5,435000
3,2.75,1,520000
4,2.5,2,965000
3,2.25,1,270000
5,2.75,1.5,1.10E+06
3,1.75,1,577500
3,1.75,1,650000
4,2.5,2,1.23E+06
5,4.25,2,1.90E+06
2,2,1.5,475000
3,1,1,200000
4,2.5,2,397000
3,2,1,383610
4,2.5,2,275000
3,2,2,840000
4,2.5,2,365000
3,2.75,2,362000
3,1.75,1,350000
2,1.75,1.5,200000
4,2.5,1,299000
4,1.5,1,555000
3,2.25,1,1.33E+06
5,2.75,1,896000
2,1.75,1,550000
2,1,1,324500
3,1,1,312500
4,3.25,2,485000
2,1,1,511000
2,1.5,2,139500
4,2.5,2,464000
3,1.75,1,255000
4,2.5,2,679975
3,2,1,624800
3,2.75,2,920000
3,2.5,1.5,1.37E+06
3,1.5,1,510000
4,2.25,2,289659
4,2.5,2,585000
5,3,2,555000
4,2.75,2,940000
3,2,1,460000
3,2.5,2,319000
3,2.5,2,280000
3,1,1,250000
4,2.5,2,749950
5,2.5,1,458000
3,2.5,2,465000
3,1.75,1,580000
4,2.5,2,700000
4,2.5,2,350000
4,1,1,456000
3,2,1.5,290000
4,2.75,1,475000
3,2.5,2,285000
3,1,1,309000
4,2,2,860000
3,2.25,1,219000
3,2.5,2,546500
2,1,1,338000
2,1,1,505000
4,1.75,1,340000
3,2.25,2,678000
3,1.75,1,800000
1,1,1,112000
3,1.75,1.5,252000
4,2.75,1,335000
3,2,1,610000
3,2,1,245000
3,1.75,1,493500
4,2.25,2,596500
3,2,1.5,245000
3,1.75,1,333500
3,1,1,373000
4,2.5,2,759900
3,2.25,3,317000
3,1.5,1.5,670000
2,2.5,2,985000
3,1.5,1,310000
4,2.5,2,750000
3,2,2,408000
5,3.75,2,900000
4,2.25,1,460000
4,2.5,1,339000
3,2,1,660000
4,3,2,449950
3,1,1,235000
5,2.25,1,769000
2,2,1,428000
3,2.25,2,445000
4,2.5,1,462000
3,1,1.5,775000
4,1.75,1,605000
2,1,1,193500
4,2.5,2,389950
4,3.5,2,790000
2,1,1,442000
4,2.25,2,890000
3,1,1,235000
4,1.75,1,495000
4,2.5,2,600000
3,2,1.5,1.40E+06
3,2,1,251000
4,2.25,2,471000
4,2.5,2,597000
5,3.5,2,804000
3,1.75,1,357000
3,2.5,2,419990
4,2.5,2,725000
3,2.5,2,275000
3,2.25,1,445000
3,2.5,2,510000
4,1,1,330000
3,1,1,270000
4,2,1,495000
4,1.75,2,225000
3,1.5,1,716528
3,2.5,2,260000
4,2.5,2,471000
5,3.5,2,690000
5,1.5,1.5,548000
3,1,1,505000
3,1,1,325000
4,2.25,2,682000
3,2.25,2,605000
2,1.75,1,276200
3,1,1.5,530000
3,3,1,245000
4,2.5,2,654950
2,1,1,221900
4,2,1,466000
3,2,1,383150
4,1,1,657100
3,2,2,539000
6,3,1,400000
4,2.5,1,215000
2,1,1,489000
4,2.5,2,649000
4,1.75,1,700000
2,1,1,268500
3,2.5,2,515000
4,2,1,685000
2,1.5,2,305000
4,2,1.5,950000
4,2.5,2,292500
4,1.75,1,270000
4,1.75,1,450000
4,1,1.5,535000
3,2.5,2,550000
3,2.25,2,457500
3,1.5,1,136500
3,1.5,1,224097
3,2.5,2,254000
4,2.25,1,335000
5,2.5,2,594950
3,1.75,1,350000
3,1,1,169950
3,2.5,1,432500
2,1.75,2,440000
3,2.25,2,233703
3,1.5,2,310000
3,2.5,2,735000
4,2.75,2,730000
3,1.75,1,257000
2,2.25,3,485000
4,2.25,1,899000
3,1,1.5,279000
4,2,1,225000
3,1.5,2,1.36E+06
3,2.5,2,355000
4,1.75,1,382500
3,2.5,2,324360
3,1.75,1.5,315000
2,1,2,426000
5,2.5,2,395000
3,1,1.5,212644
3,3,2,510000
2,1,1,85000
2,1,1,235000
4,2.5,2,295000
3,2.5,1.5,720001
3,1,1,313950
3,1,1,415000
3,1.75,1,305000
3,1.5,1.5,625000
3,1,1,490000
3,2,2,269950
5,4,2,2.70E+06
4,3,2.5,829000
4,2.5,1,635000
3,1,1,217500
4,1.75,1,270000
3,3,2,1.25E+06
4,2.5,2,480000
3,1.75,1,575000
4,2.75,2,426950
3,1,1,125000
3,1,1,208000
4,2,1,325000
7,4,1,597157
4,2.5,2.5,728725
5,2,1,708000
4,3,2,1.30E+06
3,1,1,405000
4,2.75,1.5,550000
4,2.5,2,451000
5,3.75,2,540500
5,3.5,2,1.03E+06
4,1,1,218000
4,2.25,1,562000
4,2.5,2,401500
2,1,1,196700
3,1.75,1,583000
5,2.5,1,309900
4,3,2,485000
3,1,1,465000
4,2.25,2,595000
3,1,1,254000
3,2.75,2,488500
4,2.5,2,260000
2,1,1,166000
2,1.5,1,440000
3,2,2,375000
2,1,1,529500
2,1,1,338000
3,2.25,1,335620
4,2.25,1,464000
2,1,1,354000
4,3.5,2,601000
3,2.25,1,285000
2,2,2,462500
4,2.5,2,350000
4,1,1,329000
4,2.5,1,312500
4,2.5,2,370000
3,1.75,1,399900
3,1,1.5,398000
2,1.5,1,550500
3,2.75,1.5,709000
5,2.75,1,402000
3,1.5,1,450000
3,2.25,1,524000
4,2.75,1,800000
4,1,1,185000
4,1,1,365000
4,2.5,2,925000
3,1.75,1,714000
3,2,1,495000
3,2.25,1,535000
4,2.5,1,880000
3,1.5,1,150000
3,2.25,1,554500
3,1.75,1.5,520000
4,2.75,2,839990
3,2.5,2,500000
2,1,1.5,305000
3,2.5,2,247800
4,2.5,2,344200
4,2.5,2,459950
4,1.75,1,229900
4,2.25,1,750000
4,2.5,1,509000
4,1,1,680000
5,2.5,1,661500
2,1,3,370000
4,2.75,1,785000
2,1,1,355000
4,2,1,446000
5,3.5,2,830000
3,2.5,2,324000
4,2.25,2,500000
3,1,1,745000
4,2.5,2,1.20E+06
2,2.5,1,385000
3,2.25,1,565000
4,2.5,1,465000
3,3.25,3,401000
3,1.75,1,385000
3,2.5,2,395000
5,1.5,1.5,245000
3,2,1,500000
5,1.75,1,334000
3,1,1,550000
3,1,1,216000
3,2.5,3,340500
4,2.25,2,375000
3,2.75,1,600000
4,1.75,1,375000
4,1.75,1.5,536500
3,3,2,599900
2,1.5,1,750000
3,1,1,355000
3,2,1,590000
2,1,1,680000
3,2.5,2,429000
2,1,1,581000
3,1.5,1,463800
5,5.5,2,2.98E+06
5,1.75,1.5,443000
3,2.5,1,276200
5,3.5,2,630000
3,1.75,2,570000
4,2.25,2,979700
4,2.5,1.5,730000
5,2.25,1,268450
3,1.75,1,490000
3,2.5,1,808000
3,1,1,350000
4,1.75,1,695000
4,2.5,2,1.23E+06
1,1,1.5,309950
3,1,1,134000
4,2.5,2,645500
3,2,1.5,750000
3,2.5,2,1.40E+06
4,1.75,1,344900
2,3.25,3,601450
4,2,2,575000
3,1.75,1,405000
4,2.75,2,518000
2,1,1,265000
3,1,1,180000
3,2.5,2,285000
3,2.75,1,433000
3,1.75,1,399000
3,2.5,2,565000
3,1.5,1,406500
4,1.75,1,420000
4,3.5,1.5,965000
4,3.5,2,1.38E+06
5,2.25,2,353950
5,3.25,2,847700
5,1,1.5,185000
2,1.5,1,269000
3,1.75,1,422800
2,1,1,379950
3,2,1,525000
4,3.5,2,810000
4,1,1,209950
3,2,2,439950
4,2,1,554820
4,2.5,2,359000
3,1,1,242500
3,1.75,1,330000
3,2.25,2,740000
5,1,2,630000
3,1.75,1,750000
4,2.5,2,695000
2,0.5,1,109000
3,1.5,1,389000
2,1,1,447000
3,2,1,1.20E+06
3,1.75,1,315000
3,2.5,2,640000
3,2.25,2,570000
3,2.75,2,495000
5,2.75,1,449500
4,2.75,2,1.08E+06
2,1,1,294950
3,1,1,170500
4,1,1.5,312000
3,2.5,1,350000
4,2.5,2,690000
4,2.5,2,375000
4,2.5,2,575000
4,2.25,1,646000
3,2.5,2,239950
5,2.5,1.5,400000
4,1.75,1,455000
3,2,1,240000
4,4,2,3.40E+06
3,2,1.5,695000
2,1,1,304950
3,1.75,1,650000
3,1.75,2,402500
3,2.5,2,482000
3,2,1,655000
5,2.75,2,577000
3,2.5,2,350000
4,2.25,1,415000
4,2.5,2,396400
3,2.5,2,654300
4,2.5,2,774950
4,2,2,855000
3,2.5,2,1.15E+06
2,2.5,2,330000
4,2.25,1,290000
3,3,1.5,519500
3,1.75,1,450000
3,3.5,2,3.12E+06
3,1,1.5,265000
4,2.5,2,359000
4,3.75,2,2.00E+06
4,2.5,1,1.05E+06
2,1,1,402500
3,1.75,1,450000
5,2.25,1,262500
4,2.25,2,285000
3,2.5,2,290000
2,2.5,1,752500
4,2.75,2,820000
3,2.5,2,292000
2,1,1,213000
4,3,2,400000
1,0.75,1,202000
1,0,1,484000
3,2,1,617450
3,1,1,250000
5,1.75,1,405000
2,1,1,325000
3,3,1,301350
2,1.75,1,425000
3,1,1,460000
3,2.5,2,938000
3,1.75,1,348000
2,1,1.5,435000
3,1.5,1,227950
2,1,1,425000
3,2,1.5,550000
3,2.5,2,347500
4,1.75,1,397000
4,1.75,1,410000
3,3.5,2,780000
4,3.25,1.5,1.35E+06
3,2.25,2,476000
3,1.75,1,390000
3,2,1,226500
3,2,2,495000
5,3.25,1,1.50E+06
3,1,1,385000
3,2.5,2,535950
4,2.5,2.5,910000
2,1,1,465000
3,1.75,1,495000
4,2,1.5,250000
4,2.25,2,1.23E+06
4,2.25,2,400000
4,2.5,2,715000
3,2,1,342000
4,1.75,1,420000
3,1,1,148226
3,1,1,313000
3,1,1,150000
2,1,1,150000
2,1,1,230000
2,1,1,389100
4,2.25,1,645000
3,1,1,310000
2,1.75,2,351358
5,2.75,2,1.70E+06
4,3.5,2,1.57E+06
3,2,2,850000
4,2.5,2,470000
3,2.25,3,770000
3,1.75,1,366000
3,2.5,2,545000
3,1,1,205000
2,1,1,405000
4,2.5,1,467000
2,1,1,392500
4,2.75,1.5,901000
3,1.75,1,500000
3,2.5,2,384950
4,3.5,2,1.70E+06
2,1,1,245000
4,2.25,2,1.17E+06
3,1.5,2,184500
2,2,1.5,269000
3,2.5,2,570000
4,1.75,1,850000
3,1,1,209000
4,1.75,1,327000
3,1.5,1,369500
3,1.75,1,440000
4,2.25,1.5,947500
2,1,1.5,510000
3,2,1,385000
5,3,1,370000
4,1.5,1.5,660000
3,4.25,2,729000
3,1.75,2,440000
4,2.5,1,445000
2,1,1,460000
3,3,1,516000
4,2.5,2,343888
4,1.75,1.5,500000
5,1.75,1,465000
5,2.25,2,302000
2,1,1,195000
3,2.5,2,640000
6,2.5,1,502000
3,2.5,2,360000
4,2.5,2,290500
4,3,2,248000
4,2.5,2,433000
2,1,1,480000
3,1,1,410000
4,2.75,2,309950
3,2,1,253000
3,1.75,1,280000
3,1,1,440000
5,1.75,1,333000
3,2.5,2,759950
3,2.25,2,345000
4,2.5,2,350000
2,1,1,198000
3,1.75,1,730000
3,1.5,1,266200
4,2.5,2,1.06E+06
2,1,1,95000
3,1.75,1,430000
4,2.25,2,650000
3,2.5,2,379900
2,1.5,2,325000
4,2.25,1,455000
4,3.75,1.5,392000
3,1.75,1,373000
5,3,1,951250
3,2,1,502000
3,2,1,362500
2,1,1,525000
4,2.5,1,580000
3,2.25,1,278000
2,1,1,422500
4,2,1,783200
4,2.5,2,715000
3,2.5,2,472217
3,2.5,2,244615
3,1.75,1,385000
3,1,1,549995
4,3.75,2,959900
6,4.5,2,510000
3,1.75,1,367000
5,3,2,375000
2,2.25,3,500000
2,2.25,3,489000
3,2,2,340000
3,1.75,1,562000
3,2.5,2,489950
3,2.25,1,652000
4,3.25,2,472000
4,2.5,1,333000
3,1.5,1,560000
4,3.5,2,799000
5,2.25,2,860000
4,2.5,2,449500
4,3,2,692500
4,1.75,1,925000
3,2.25,1.5,267500
4,2.5,2,396800
4,1.5,1,220000
3,1.75,1,892500
3,2,1,455500
3,1.75,1,743000
4,1.5,1,338000
3,1.75,1,332000
3,1,1.5,563225
4,3.5,2,1.15E+06
2,1,1,645000
3,2.5,2,739000
3,2.5,2,435000
3,2.25,2,995000
4,2.75,1,520000
4,2.5,2,400000
3,1.75,1,440000
3,1.5,1,440000
3,1,1,738000
3,1.5,1,250000
4,2.25,2,338150
3,2.25,1,425000
4,2.5,2,883000
3,2,1.5,510000
4,1.75,1,950000
3,1,1,435000
5,1.5,1,415000
2,2.5,2,439000
5,1,1,295832
3,1.75,1,285000
3,1.5,1,350000
2,2.75,2,489000
3,2.25,1,304500
3,1.5,1,288000
3,1.75,1,417000
3,3,2,615000
5,3.5,2,730000
2,1,1,178500
4,2,1,300000
4,2.5,1,415000
3,1.75,1,452500
4,2.75,1,1.01E+06
4,2.5,2,653000
4,2.25,1,715000
3,1.75,1.5,541000
4,1.5,1.5,245000
2,1,1.5,547000
5,2.75,1,750000
5,2.5,1,575000
3,1.75,1,216000
3,1.75,1,443000
4,2.25,2,257700
3,1,1,278000
3,2.5,2,300000
3,2.5,2,269100
3,1,1.5,402500
2,1.5,2,306888
4,2.5,2,795000
4,2.5,2,525000
3,2.5,2,1.05E+06
2,1,1,452000
3,2.25,2,350000
4,2.5,2,410000
3,1.75,1.5,595000
3,2.5,2,499000
4,2.5,2,340000
5,3.25,2,1.07E+06
4,3,2,460000
4,2.5,2,345000
3,2.25,2,280500
3,1,1.5,704000
3,2.5,2,545000
3,1.5,1,335000
4,3,1,1.33E+06
3,2.75,1,420000
4,2,1,705000
4,1.75,1,274900
4,2.5,2,499950
3,1.5,1,415250
3,1,1,222000
3,2,1,375000
3,2.5,2,300000
3,1.75,1,456700
3,2.75,1.5,925500
5,2.5,1,375000
3,2.5,2,420000
3,2.5,2,575000
3,2,1,335000
4,2,1,428000
4,2.5,1,655000
3,3,2,738000
5,1.75,1,415000
3,1,1,392000
2,1,1,555000
3,2.5,2,260000
3,1,1.5,392500
3,2.5,2,912000
2,1,1,135000
3,2.75,1,500000
3,1.5,1,238000
4,2,1,251000
2,1.75,2,406500
4,2.25,2,433495
3,2.25,1,265000
3,1.75,1,360000
4,1,1,425000
2,2.75,1,450000
3,1.75,1,449900
4,2.5,2,345000
4,2,1,612500
3,1.75,1,317000
3,1.5,1.5,585000
3,1.75,1,455000
4,4,2,1.04E+06
4,2.25,2,497000
3,1.75,1,226750
4,2,1,385000
3,0.75,1,205000
4,2.5,2,745000
4,2.5,2,371000
4,2.5,2,545000
3,1,1.5,443000
2,1,1,287000
3,1,1,194000
3,1,1,265000
4,2.75,1,1.14E+06
4,3.25,2,699950
4,1,1.5,433000
2,1.75,1,200000
3,1.5,1,289571
4,2.75,1,440000
3,1.5,1,400000
4,2.5,2,589000
5,2.25,2,850000
3,1,1.5,520000
2,2.25,2,555000
3,2.5,2,470000
2,1.5,2,207000
4,2.75,1,379750
4,1.75,1,709000
3,2.5,1,240000
4,1.5,1,445500
5,2.5,1,1.31E+06
3,1.5,1,210000
4,2.5,2,603000
3,2.5,2,720000
2,1,1.5,92000
3,1.75,2,600000
4,2.5,1,725000
5,2.25,1,409950
3,2.5,2,515000
4,2.5,1,495000
4,2.25,2,998000
3,1.75,1,630000
3,1.75,1,410000
3,2.25,1,602000
4,2.75,1,750000
4,3,2.5,711600
4,4,2,1.05E+06
3,2.5,2,700500
4,2.5,2,710000
3,2,1,250000
4,1.75,1,350000
7,3.5,1,475000
2,1,1,200000
4,2.25,1,450000
5,2.5,2,316000
1,1,1,310000
3,1.5,1,392000
3,3.25,3,521000
2,2,1,495000
3,1.75,1,209000
4,2,1.5,809950
2,1.75,1,400000
4,2.5,1,415000
4,2,2,411000
2,2,1,825000
3,2.25,3,436000
4,2.5,2,460000
3,1,1,281000
4,1.5,1,976000
4,2.5,2,485000
3,2.5,2,429000
3,2.5,2,729000
3,2.5,2,625000
3,1.75,1,218500
3,1,1,175000
3,1,1,442500
3,2,2,480000
3,2.25,1,715500
3,1.75,1,432500
5,4.25,2,875000
5,2.75,2,605000
4,4,3,1.69E+06
3,2.25,1,318000
2,1,1,311300
5,2.75,1,325000
5,3.5,2,795000
4,2.25,1,558000
4,2.5,2,370000
4,2.5,2,598850
3,2.5,2,515700
3,2.5,2,458000
3,2.25,2.5,583500
4,2.5,2,653750
3,2.5,2,299000
5,3,1,532000
3,2.75,2,819000
4,2.25,1,945000
4,2.5,1,608700
4,2,1,812000
5,2.5,1,464000
4,2.5,2,950000
4,2.5,2,700000
3,1,1,435000
3,1.5,1,229500
3,3,1.5,1.58E+06
3,2.25,1,265000
2,2,1,995000
3,2.5,1,590000
4,2.75,2,740000
2,0.75,1,360000
4,2,1,548500
3,1.75,1,599000
3,1.75,1,615000
3,1.75,1,292000
4,2.5,2,899000
3,1.5,1,500000
3,2.5,1.5,580000
4,2.5,2,580000
3,1,1,594000
3,2.5,1,500000
4,2.5,1,550000
3,1.75,1,275000
3,2.25,2,390000
3,3,2.5,1.25E+06
3,2.25,2,250000
2,2.5,2,405000
3,1,1,213950
3,1.5,1,232000
3,1,1,207000
3,1.75,1,310000
3,2.5,3,540000
4,1.5,1.5,750000
4,2.5,2,392500
5,2.5,1,305000
3,2.5,2,735000
4,2.5,2,575000
2,1,1,175000
4,2.5,2,291000
4,2.5,2,791500
3,2,1,475000
2,1,1,238950
3,3.5,2,470000
4,1.75,1,420000
3,2.5,2,440000
4,1.75,1.5,656000
3,2.5,2,559950
2,2,1,600000
3,1,1,255000
4,1.5,1.5,210750
4,1,1.5,485000
3,2.5,2,390000
3,2.5,1,405000
4,1,1.5,462500
4,2.25,1,435000
3,2.5,2,440000
3,1.75,1,299950
2,1.5,2,440000
3,2.5,1,312620
3,1.5,1,372500
3,2.5,2,297262
4,3,1,735000
3,1.5,2,430000
2,1.75,1.5,241000
3,1,1,201000
2,1,1,570000
4,1.75,1,538000
3,2.5,2,729000
4,1.75,1,331500
2,1,1,110700
3,2,1,245000
